20160101,RAIN,T
20160102,RAIN,
20160103,RAIN,T
20160104,RAIN,T
20160105,RAIN,
20160106,RAIN,
20160107,RAIN,
20160108,RAIN,
20160109,RAIN,
20160110,RAIN,T
20160111,RAIN,
20160112,RAIN,
20160113,RAIN,T
20160114,RAIN,
20160115,RAIN,
20160116,RAIN,
20160117,RAIN,
20160118,RAIN,
20160119,RAIN,
20160120,RAIN,
20160121,RAIN,
20160122,RAIN,
20160123,RAIN,T
20160124,RAIN,
20160125,RAIN,
20160126,RAIN,
20160127,RAIN,T
20160128,RAIN,T
20160129,RAIN,T
20160130,RAIN,T
20160131,RAIN,
20160201,RAIN,
20160202,RAIN,
20160203,RAIN,
20160204,RAIN,
20160205,RAIN,T
20160206,RAIN,
20160207,RAIN,
20160208,RAIN,
20160209,RAIN,
20160210,RAIN,
20160211,RAIN,
20160212,RAIN,T
20160213,RAIN,
20160214,RAIN,
20160215,RAIN,
20160216,RAIN,
20160217,RAIN,
20160218,RAIN,
20160219,RAIN,
20160220,RAIN,
20160221,RAIN,
20160222,RAIN,
20160223,RAIN,
20160224,RAIN,
20160225,RAIN,T
20160226,RAIN,T
20160227,RAIN,
20160228,RAIN,
20160229,RAIN,T
20160301,RAIN,
20160302,RAIN,T
20160303,RAIN,
20160304,RAIN,
20160305,RAIN,T
20160306,RAIN,
20160307,RAIN,
20160308,RAIN,T
20160309,RAIN,
20160310,RAIN,
20160311,RAIN,
20160312,RAIN,T
20160313,RAIN,
20160314,RAIN,
20160315,RAIN,
20160316,RAIN,
20160317,RAIN,
20160318,RAIN,
20160319,RAIN,
20160320,RAIN,
20160321,RAIN,
20160322,RAIN,
20160323,RAIN,
20160324,RAIN,
20160325,RAIN,
20160326,RAIN,
20160327,RAIN,
20160328,RAIN,
20160329,RAIN,
20160330,RAIN,
20160331,RAIN,
20160401,RAIN,
20160402,RAIN,
20160403,RAIN,T
20160404,RAIN,T
20160405,RAIN,
20160406,RAIN,
20160407,RAIN,
20160408,RAIN,
20160409,RAIN,
20160410,RAIN,
20160411,RAIN,
20160412,RAIN,
20160413,RAIN,
20160414,RAIN,
20160415,RAIN,
20160416,RAIN,
20160417,RAIN,
20160418,RAIN,
20160419,RAIN,
20160420,RAIN,
20160421,RAIN,
20160422,RAIN,T
20160423,RAIN,
20160424,RAIN,
20160425,RAIN,
20160426,RAIN,
20160427,RAIN,
20160428,RAIN,
20160429,RAIN,
20160430,RAIN,
20160501,RAIN,
20160502,RAIN,
20160503,RAIN,T
20160504,RAIN,
20160505,RAIN,
20160506,RAIN,T
20160507,RAIN,
20160508,RAIN,
20160509,RAIN,
20160510,RAIN,
20160511,RAIN,
20160512,RAIN,
20160513,RAIN,
20160514,RAIN,
20160515,RAIN,
20160516,RAIN,T
20160517,RAIN,T
20160518,RAIN,
20160519,RAIN,
20160520,RAIN,
20160521,RAIN,
20160522,RAIN,
20160523,RAIN,
20160524,RAIN,
20160525,RAIN,
20160526,RAIN,
20160527,RAIN,
20160528,RAIN,
20160529,RAIN,
20160530,RAIN,
20160531,RAIN,
20160601,RAIN,
20160602,RAIN,
20160603,RAIN,
20160604,RAIN,
20160605,RAIN,
20160606,RAIN,
20160607,RAIN,
20160608,RAIN,
20160609,RAIN,
20160610,RAIN,
20160611,RAIN,
20160612,RAIN,
20160613,RAIN,
20160614,RAIN,T
20160615,RAIN,
20160616,RAIN,T
20160617,RAIN,
20160618,RAIN,
20160619,RAIN,
20160620,RAIN,T
20160621,RAIN,
20160622,RAIN,
20160623,RAIN,
20160624,RAIN,
20160625,RAIN,
20160626,RAIN,
20160627,RAIN,
20160628,RAIN,
20160629,RAIN,
20160630,RAIN,T
20160701,RAIN,
20160702,RAIN,
20160703,RAIN,
20160704,RAIN,
20160705,RAIN,
20160706,RAIN,
20160707,RAIN,
20160708,RAIN,
20160709,RAIN,
20160710,RAIN,
20160711,RAIN,
20160712,RAIN,
20160713,RAIN,
20160714,RAIN,
20160715,RAIN,
20160716,RAIN,
20160717,RAIN,
20160718,RAIN,
20160719,RAIN,
20160720,RAIN,
20160721,RAIN,
20160722,RAIN,
20160723,RAIN,
20160724,RAIN,
20160725,RAIN,
20160726,RAIN,
20160727,RAIN,
20160728,RAIN,
20160729,RAIN,
20160730,RAIN,
20160731,RAIN,
20160801,RAIN,
20160802,RAIN,
20160803,RAIN,
20160804,RAIN,
20160805,RAIN,T
20160806,RAIN,
20160807,RAIN,
20160808,RAIN,
20160809,RAIN,
20160810,RAIN,
20160811,RAIN,
20160812,RAIN,
20160813,RAIN,T
20160814,RAIN,
20160815,RAIN,T
20160816,RAIN,
20160817,RAIN,
20160818,RAIN,
20160819,RAIN,
20160820,RAIN,
20160821,RAIN,
20160822,RAIN,
20160823,RAIN,
20160824,RAIN,
20160825,RAIN,
20160826,RAIN,
20160827,RAIN,
20160828,RAIN,
20160829,RAIN,
20160830,RAIN,
20160831,RAIN,
20160901,RAIN,T
20160902,RAIN,
20160903,RAIN,
20160904,RAIN,
20160905,RAIN,
20160906,RAIN,T
20160907,RAIN,
20160908,RAIN,
20160909,RAIN,T
20160910,RAIN,
20160911,RAIN,
20160912,RAIN,
20160913,RAIN,T
20160914,RAIN,
20160915,RAIN,
20160916,RAIN,
20160917,RAIN,
20160918,RAIN,
20160919,RAIN,
20160920,RAIN,T
20160921,RAIN,
20160922,RAIN,T
20160923,RAIN,T
20160924,RAIN,
20160925,RAIN,
20160926,RAIN,T
20160927,RAIN,
20160928,RAIN,
20160929,RAIN,
20160930,RAIN,
20161001,RAIN,
20161002,RAIN,
20161003,RAIN,
20161004,RAIN,
20161005,RAIN,T
20161006,RAIN,
20161007,RAIN,T
20161008,RAIN,
20161009,RAIN,
20161010,RAIN,
20161011,RAIN,T
20161012,RAIN,
20161013,RAIN,
20161014,RAIN,
20161015,RAIN,T
20161016,RAIN,
20161017,RAIN,
20161018,RAIN,
20161019,RAIN,
20161020,RAIN,
20161021,RAIN,
20161022,RAIN,
20161023,RAIN,
20161024,RAIN,
20161025,RAIN,T
20161026,RAIN,
20161027,RAIN,T
20161028,RAIN,
20161029,RAIN,
20161030,RAIN,
20161031,RAIN,
20161101,RAIN,T
20161102,RAIN,
20161103,RAIN,
20161104,RAIN,
20161105,RAIN,
20161106,RAIN,
20161107,RAIN,
20161108,RAIN,
20161109,RAIN,
20161110,RAIN,
20161111,RAIN,T
20161112,RAIN,
20161113,RAIN,
20161114,RAIN,
20161115,RAIN,
20161116,RAIN,
20161117,RAIN,
20161118,RAIN,
20161119,RAIN,
20161120,RAIN,
20161121,RAIN,
20161122,RAIN,
20161123,RAIN,
20161124,RAIN,T
20161125,RAIN,T
20161126,RAIN,
20161127,RAIN,
20161128,RAIN,
20161129,RAIN,
20161130,RAIN,T
20161201,RAIN,T
20161202,RAIN,T
20161203,RAIN,
20161204,RAIN,
20161205,RAIN,
20161206,RAIN,
20161207,RAIN,T
20161208,RAIN,
20161209,RAIN,T
20161210,RAIN,
20161211,RAIN,
20161212,RAIN,
20161213,RAIN,T
20161214,RAIN,T
20161215,RAIN,
20161216,RAIN,
20161217,RAIN,
20161218,RAIN,
20161219,RAIN,
20161220,RAIN,
20161221,RAIN,
20161222,RAIN,
20161223,RAIN,
20161224,RAIN,T
20161225,RAIN,
20161226,RAIN,
20161227,RAIN,
20161228,RAIN,
20161229,RAIN,T
20161230,RAIN,
20161231,RAIN,
